track_id,track_name,artists,album_name,track_genre,popularity,duration_ms,explicit,danceability,energy,acousticness,valence,tempo,loudness,speechiness,instrumentalness,liveness,key,mode
2T0GTIJvjnJZN5uZfx6Fwu,Joga No Meio Da Rua,Surra,Sempre Seremos Culpados,death-metal,28,122854,False,0.294,0.996,0.000666,0.1,116.347,-4.54,0.162,1.72e-06,0.238,0,1
2Hp2oYQPvHlwU4UEQOnYgE,Wraith of Death,Frozen Soul,Crypt Of Ice,death-metal,28,243288,True,0.21,0.976,7.61e-06,0.0749,138.938,-7.78,0.111,0.944,0.0689,10,0
0hCGDowRX79DdACEJLXRKf,Catharsis,DeadSquad,Catharsis,death-metal,28,128158,False,0.347,0.92,0.00114,0.344,117.359,-3.205,0.188,0.917,0.175,1,1
1mecmGWlkkXnSWbvcP7ArF,The Carpathian,The Acacia Strain,Wormwood,death-metal,27,197906,False,0.511,0.986,3.64e-05,0.286,109.993,-4.232,0.121,0.00662,0.437,2,1
6DkBV58ytrNKTgcB0UP5k8,Doomed by the Living Dead,Mercyful Fate,The Beginning,death-metal,29,309893,True,0.248,0.763,0.0379,0.392,140.134,-12.813,0.0591,0.00874,0.125,4,1
1M1JSBnjilX406JP8Au3bO,Centro do Pica-Pau Amarelo,Gangrena Gasosa,Smells Like a Tenda Spirita,death-metal,29,133146,True,0.467,0.873,0.00334,0.802,144.944,-7.004,0.112,0.00261,0.198,1,0
4B3DQBw9wgBRPsz8J1KEK4,Patriot Moral Prematur,DeadSquad,Profanatik,death-metal,27,212826,False,0.286,0.973,0.000358,0.239,105.615,-4.827,0.33,0.0634,0.253,0,1
47rHibRVRgr6TR9ILGfxbL,Ultraviolencia,Surra,Escorrendo Pelo Ralo,death-metal,29,124323,False,0.322,0.996,0.00208,0.399,115.97,-2.906,0.11,3.83e-05,0.178,8,1
6OIIzH0YWKk5Zt918To2DE,Dimensi Keterasingan,DeadSquad,Horror Vision (original version 2009),death-metal,28,134293,True,0.502,0.917,0.0103,0.463,140.141,-7.865,0.0732,0.00661,0.431,1,1
2O0tL5JDRcnBOEScnYPIDo,O Mal Que Habita a Terra,Surra,Escorrendo Pelo Ralo,death-metal,28,51838,False,0.393,0.994,0.0264,0.389,126.798,-2.26,0.234,0.0,0.417,7,1
1gls9YOScQ7PC3wu7Rl0ZC,Eu Não Entendi Matrix,Gangrena Gasosa,Se Deus É 10; Satanás É 666,death-metal,29,183745,True,0.54,0.98,0.12,0.426,92.012,-3.888,0.146,0.0,0.0952,2,1
44qWzzAQIqRpBw7S2YZO8y,Sons of Medusa,Emmure,Sons of Medusa,death-metal,56,93214,True,0.529,0.662,6.99e-06,0.188,139.995,-7.474,0.0546,0.558,0.327,4,1
4uOSpJxcpzeNCWXYoXGJM1,Painkiller,Death,The Sound of Perseverance - Reissue,death-metal,51,362346,False,0.428,0.995,2.06e-05,0.123,103.24,-2.53,0.0918,0.429,0.305,8,1
08c44mv6lHEfUHlPtVg8Yp,Unanswered,Suicide Silence,The Cleansing,death-metal,52,135653,True,0.329,0.993,1.69e-05,0.376,116.462,-3.416,0.0983,0.641,0.343,6,1
0ItAcLSkUiePOmFGun3cSe,Crystal Mountain,Death,Symbolic (Remastered Version),death-metal,50,307426,False,0.261,0.979,4.48e-05,0.362,175.866,-6.218,0.221,0.0014,0.374,7,1
1NYlPHjmopAthEDeIGfJo3,(F)Inally (U)Nderstanding (N)Othing,Emmure,Hindsight,death-metal,55,172394,True,0.519,0.898,0.000141,0.196,106.543,-7.055,0.0758,0.0433,0.378,6,1
7ldJhE5mB9ukNh3OjuX85T,Himmelsrand,Equilibrium,Waldschrein,death-metal,57,153926,False,0.496,0.926,5.51e-05,0.49,109.959,-3.257,0.041,0.787,0.293,4,1
4CbZ37zpHKk3FQuV7bRVHB,State Of Slow Decay,In Flames,State Of Slow Decay,death-metal,57,238187,False,0.465,0.991,1.5e-05,0.134,119.986,-4.815,0.115,0.00937,0.216,10,0
06zrgWaxQ22ctdS6cZRV4T,Thousandfold,Eluveitie,Everything Remains (As It Never Was),death-metal,50,200240,False,0.521,0.988,0.0637,0.389,124.994,-2.776,0.0756,0.0858,0.166,7,0
70fiaCGcCBWCGKXXISgdJf,No Pity for a Coward,Suicide Silence,The Cleansing,death-metal,53,191880,True,0.292,0.989,1.35e-05,0.355,104.329,-3.379,0.0851,0.748,0.212,1,1
37SgiDGQSiUTQXZo2Ml888,Chop Suey,August Burns Red,Chop Suey,death-metal,51,218187,False,0.535,0.98,0.00189,0.331,125.023,-3.382,0.0699,0.229,0.111,7,0
3jpGc7gcoTyQsrlfQ332Ql,Deceiver; Deceiver,Arch Enemy,Deceiver; Deceiver,death-metal,50,231773,False,0.185,0.983,1.66e-05,0.102,178.864,-7.301,0.235,0.191,0.197,1,1
4lPvQJ48sGao1zQPfnGDPj,Face Of Melinda (Remastered),Opeth,Still Life (Remastered),death-metal,46,478933,False,0.315,0.398,0.0716,0.0981,73.064,-8.615,0.0265,0.176,0.0687,9,0
71GOYiaA8DUE8gflwvKxMT,Evolving,Darko US;Shaolin G,Oni,death-metal,52,176000,True,0.378,0.977,3.45e-05,0.202,124.922,-3.805,0.182,0.786,0.352,4,0
2OoS1aZFAFscH1cUiKlazH,Refuse / Resist,Sepultura,Chaos A.D.,death-metal,57,199226,True,0.475,0.953,0.000291,0.232,118.033,-6.951,0.15,0.00338,0.104,2,1
0Nj4eoThAEPpmeSA6zWYEs,Bleak,Opeth,Blackwater Park,death-metal,43,555933,False,0.247,0.868,8.19e-05,0.261,97.527,-4.902,0.0762,0.663,0.594,0,1
1zNBVe8QG37iPLLQHlUS2u,Kill the Ache,Currents,The Way It Ends,death-metal,57,233355,False,0.486,0.934,0.00171,0.125,139.934,-6.064,0.0703,0.0037,0.108,4,0
1AtE4xrxLR7nSPWSk1VGqM,Sunset over the Empire,Arch Enemy,Sunset over the Empire,death-metal,51,243080,False,0.39,0.942,7.71e-06,0.17,90.216,-7.743,0.0806,0.102,0.14,0,1
6rLEeo9rNT87t2xHry8xUl,The Saw Is the Law,Whitechapel,Our Endless War,death-metal,53,267613,False,0.476,0.994,0.000569,0.216,115.103,-3.429,0.18,0.000149,0.139,11,0
0dHogHUS4xgLOoFBt0ko1j,Cloud Connected,In Flames,Reroute to Remain,death-metal,59,220706,False,0.48,0.908,5.45e-06,0.313,95.084,-5.466,0.0452,0.856,0.0932,0,0
4GAE2sALmyF5ZvrxOEvloU,Foregone Pt. 1,In Flames,Foregone Pt. 1,death-metal,59,204006,False,0.467,0.986,1.32e-05,0.199,100.01,-4.559,0.136,0.0144,0.114,10,0
1e0Ug0zJLPFi1fmHGQfeko,Bratva,Slaughter to Prevail,Kostolom,death-metal,54,290000,True,0.416,0.992,0.000232,0.133,180.003,-2.045,0.115,5.76e-05,0.0518,11,1
0hF30hdCIcjXmd8gamwOYU,Closure,Opeth,Damnation,death-metal,44,315586,False,0.238,0.597,0.000791,0.239,81.825,-7.064,0.0252,0.0839,0.514,9,1
6W2KBpMMXW17r7dPyqi8Iu,Repentless,Slayer,Repentless,death-metal,58,199866,True,0.4,0.994,3.65e-05,0.253,104.134,-7.34,0.0625,0.097,0.145,8,0
2auGZBF35U0Hx18EzGSVOX,Backbone,Gojira,From Mars to Sirius,death-metal,53,258265,False,0.311,0.993,1.41e-05,0.118,90.436,-2.479,0.0727,0.00131,0.198,2,1
3qOTlNs5GLNeyEBNhX86Qs,The Outcast,Upon A Burning Body,Straight From The Barrio,death-metal,26,231959,True,0.507,0.928,2.51e-05,0.272,103.511,-4.678,0.083,0.00414,0.155,2,1
0cgz0Fa7bivUEwqI5Srj1P,Reverie / Harlequin Forest,Opeth,Ghost Reveries,death-metal,47,699466,False,0.302,0.785,0.00368,0.256,146.46,-6.328,0.0439,0.00922,0.331,9,0
1I4BbNEqcW1pI6VB4tg2YE,Medicine,Traitors;Chris Whited,Anger Issues,death-metal,26,156000,True,0.512,0.954,0.000338,0.705,200.061,-4.426,0.0615,0.462,0.352,11,0
2nAXdlfl5k2Y390mIdwNtU,Dr. Doom,The Acacia Strain,Continent,death-metal,26,146400,True,0.366,0.961,0.00116,0.189,169.915,-4.584,0.144,0.0147,0.235,11,0
3nzC7h6uULmlCuLHoeMGJ7,Levitate,Bleed From Within,Shrine,death-metal,53,270800,True,0.34,0.977,0.000311,0.118,152.056,-4.947,0.145,0.468,0.104,4,0
01cGujYWGF7JchJLSgf6Ta,Chopped in Half,Obituary,Cause of Death (Reissue),death-metal,46,225360,False,0.257,0.989,6.72e-06,0.385,109.267,-5.918,0.0867,0.521,0.263,10,0
7DD4VX7uMlDYDapfyujrTI,Eleven Heroes,Beside,Eleven Heroes,death-metal,27,257125,True,0.528,0.993,0.000606,0.0688,119.983,-3.958,0.138,0.454,0.186,0,0
0oBGGKIGiKItmAEoGpKZgD,Dead  Bloated,I Declare War,Dead  Bloated,death-metal,26,309997,False,0.521,0.973,6.33e-06,0.293,125.099,-2.753,0.165,0.0497,0.326,0,1
39CJN5XXMaWOSn5LDtzzpM,Blood; Sweat and Tears,Upon A Burning Body,The World Is My Enemy Now,death-metal,26,203386,False,0.422,0.996,0.000336,0.106,154.943,-2.088,0.183,0.0,0.37,10,1
4jPU94aF0U2PMNN0aBnhgX,Handshake with Hell,Arch Enemy,Deceivers,death-metal,57,338960,False,0.24,0.961,3.63e-05,0.0576,102.424,-7.592,0.123,0.00426,0.164,10,0
1hDMHBbFCXMMZCS2EOBYKV,Ever Dying,In Flames,Subterranean,death-metal,26,263200,True,0.339,0.826,0.00116,0.162,138.698,-7.993,0.0591,0.856,0.203,7,0
3KB4tWuxILPrBCnyV9H9WW,I Still Hate You,Avatar,Schlacht,death-metal,27,198826,False,0.499,0.924,4.11e-05,0.385,101.502,-5.758,0.071,0.0127,0.0599,1,1
08umgnt45DykUmGo6YXp7U,Draped in Cerecloth,Repugnant,Epitome of Darkness,death-metal,26,223680,True,0.196,0.993,3.09e-05,0.0768,127.298,-3.189,0.105,0.00146,0.316,8,1
54nsNmxvp1ZxWcbKTcJynp,Deceiver; Deceiver,Arch Enemy,Deceivers,death-metal,55,231773,False,0.185,0.983,1.66e-05,0.102,178.864,-7.301,0.235,0.191,0.197,1,1
3QjDM9cyPgpKVnifHsKaXp,Game Over,Upon A Burning Body,Red. White. Green.,death-metal,27,98080,False,0.479,0.857,0.00132,0.072,120.084,-5.777,0.208,1.11e-06,0.112,1,1
7hE4CXkh6s9QmKg0FsLiVy,Rei do Cemitério,Gangrena Gasosa,Rei do Cemitério,death-metal,28,266014,True,0.516,0.902,0.0777,0.478,134.977,-4.797,0.065,0.000236,0.587,9,1
3BaVODjGAYV9eqfE8lF1pr,Merciless,Frozen Soul,Crypt Of Ice,death-metal,26,213868,False,0.228,0.977,1.33e-06,0.196,112.978,-7.522,0.0999,0.933,0.11,4,1
2AMZaU5phq8VPf0UTkA1IA,Lentävä Kalakukko,Verjnuarmu,Pimmeyvven Ruhtinas,death-metal,28,148960,False,0.41,0.972,0.000554,0.461,175.052,-3.484,0.127,0.0877,0.0956,0,1
6zvhogCJ0WKzZh2A4OTYLe,Kashmir,Revenge The Fate,Redemption,death-metal,27,189888,False,0.46,0.982,7.18e-05,0.143,111.959,-3.511,0.133,0.137,0.277,6,1
2jG0gbScgxXEcV1JfKwQeL,Merenda,Surra,Bica na Cara,death-metal,28,143866,True,0.391,0.99,0.345,0.146,102.913,-1.942,0.269,7.36e-05,0.279,11,1
5NdRqesKg7UbaUh2luRfID,Padrão É o Caralho,Black Pantera,Ascensão,death-metal,28,188902,True,0.333,0.994,0.00637,0.2,162.721,-4.628,0.164,0.0,0.639,1,1
3i73XmYtcmLVZumkTNX6OH,Suffering Is Your Destiny,Evil Darkness,Dark Blasting Tongue,death-metal,28,136173,True,0.282,0.953,0.0681,0.0541,62.715,-10.494,0.158,0.0582,0.473,8,1
4CglFxZhBqgr8nUMDjxalT,That Cannot Die Which Eternally Is Dead,The Black Dahlia Murder,Abysmal,death-metal,26,269438,False,0.412,0.994,2.8e-05,0.044,92.999,-3.362,0.145,0.24,0.139,4,0
3r5ojEuAXQTmKjD1oniPj7,Fariseos,Transmetal,México Bárbaro,death-metal,27,196487,False,0.333,0.961,0.000673,0.133,109.408,-7.434,0.0443,0.244,0.234,1,1
6liTHubwS4DQKZYFlkSYYz,Penjara Batin,Burgerkill,Berkarat,death-metal,27,306266,False,0.322,0.936,0.00152,0.175,126.061,-5.431,0.095,1.63e-05,0.116,7,1
0QRxtcxL31dRAeiUUuENPu,Territory,Sepultura,Chaos A.D.,death-metal,56,287480,False,0.332,0.946,0.000275,0.303,153.091,-6.233,0.127,0.0304,0.136,2,1
61hyN4WD3KyJ8adCThANGr,The Isnis,Chelsea Grin,The Isnis,death-metal,53,197614,False,0.489,0.98,7.86e-06,0.278,130.055,-4.465,0.0896,0.00874,0.0983,7,1
0diSnstejl46AiNC2ISoeW,You Asked for It,Emmure,Look at Yourself,death-metal,56,92266,False,0.512,0.778,0.00013,0.0368,103.103,-7.925,0.0485,0.838,0.0829,2,1
4HOVQhtjFCRGY9PnsLoR86,Stålfågel,Soilwork,Verkligheten,death-metal,58,265823,False,0.559,0.975,5.69e-05,0.0762,105.024,-4.487,0.105,0.794,0.11,11,0
4HlVUapocBDBqkPtET2knz,Atoma,Dark Tranquillity,Atoma,death-metal,51,259959,False,0.413,0.969,0.000159,0.179,75.026,-4.91,0.0822,0.344,0.18,11,0
0TuQ4wmBzjFFewYkYv3Cdx,Bed Of Razors,Children Of Bodom,Hatebreeder,death-metal,43,235866,False,0.394,0.971,0.00115,0.335,138.702,-3.104,0.0588,0.54,0.165,2,0
4KcNupwVIuM2AOoiKdgpRf,Mourn,Sentenced,Frozen,death-metal,45,284133,False,0.447,0.556,0.0355,0.13,130.042,-8.112,0.0306,0.894,0.0937,4,0
14M68PdZSSMRzTBuJNuxO6,Satan Is Real,Kreator,Gods of Violence,death-metal,52,278199,False,0.43,0.96,5.64e-05,0.252,101.608,-4.32,0.0778,0.0909,0.126,7,1
6qyjlMANn1diSEIlXQLm50,Compulsion for Cruelty,Dying Fetus,Compulsion for Cruelty,death-metal,47,277996,True,0.316,0.92,0.00275,0.351,90.167,-5.179,0.0668,0.694,0.126,11,0
6G7KraD6OUZ8lSMfgjiPr5,Stay with Me,In Flames,I; the Mask,death-metal,53,316907,False,0.424,0.757,0.000975,0.244,95.043,-7.259,0.0364,0.000608,0.129,5,0
2wXSx9UxsNIYidGi5r0SZ4,Ending Credits,Opeth,Damnation,death-metal,44,216280,False,0.498,0.544,0.121,0.326,168.214,-9.114,0.0271,0.912,0.344,4,0
3FTP9QPfczWZr5dTAUSEi0,The Behemoth,The Acacia Strain,Continent,death-metal,25,397026,True,0.489,0.87,0.0763,0.109,120.059,-8.622,0.06,0.917,0.12,9,0
1L3S5vFgsVzweUJnAIfSGM,Beyond the Dark Sun,Wintersun,Wintersun,death-metal,54,158333,False,0.18,0.87,1.23e-06,0.361,178.925,-6.432,0.091,0.0718,0.507,0,1
29imjH7sNO9BwGjGgoJRGg,Janji Api,Hellcrust,Kalamaut,death-metal,26,210213,True,0.551,0.96,0.000528,0.432,126.038,-2.637,0.0778,0.0484,0.265,1,1
0A43Vnq27Uy8Rnin8E5e4Y,Pledge Your Allegiance,Upon A Burning Body,The World Is My Enemy Now,death-metal,25,199906,False,0.544,0.997,0.000267,0.104,120.025,-2.488,0.196,0.0,0.334,4,1
3k5csWve1f3c1MrQD3S1V2,Son of Sam - 80s Version,MACABRE,Grim Reality (Remastered),death-metal,24,113213,True,0.306,0.993,4.51e-05,0.0483,114.414,-6.363,0.156,0.177,0.281,2,1
61Hd6XNqSpreYVEiMkaHvq,Death Whispered a Lullaby,Opeth,Damnation,death-metal,44,349746,False,0.567,0.445,0.0207,0.143,149.985,-7.226,0.0283,0.000887,0.0882,7,1
3jlUhYASKFwxdbFfV3S4Zy,Vampire of Dusseldorf,MACABRE,Sinister Slaughter (Remastered),death-metal,25,160200,True,0.336,0.982,0.000494,0.408,110.383,-5.207,0.177,0.00111,0.0886,5,0
4NtpLuz8QFPrCofWmeBYy8,Find a Way or Make One,Amon Amarth,The Great Heathen Army,death-metal,57,270613,False,0.606,0.96,0.000929,0.417,115.053,-6.227,0.044,0.000536,0.0413,4,1
6HwJqelkpBmZrgheR9TMZz,Almas De Venta,Brujeria,Raza Odiada,death-metal,25,131493,False,0.239,0.98,0.000363,0.139,95.544,-8.176,0.164,0.00103,0.319,1,1
7BiUUPxTFR3XKbAlMwE1tt,Vai se Fuder no Inferno,D.F.C.,O Mal que Vem para Pior,death-metal,29,65802,True,0.38,0.992,0.0033,0.252,109.973,-5.73,0.131,1.18e-05,0.345,9,1
73HnOgHf0Xw5KNvEeGBNzW,Isaiah (The Willing),For Today,Portraits,death-metal,26,243146,False,0.225,0.922,0.000319,0.26,201.018,-4.846,0.189,0.0139,0.583,7,1
4PCSGmV5PbkFhGjvY0PPEA,I Am Damnation,Bleed From Within,Shrine,death-metal,50,282466,False,0.475,0.957,0.000754,0.24,92.499,-5.193,0.0672,0.000335,0.0463,6,1
4xEHOrM6L6J6KetxEVI3hd,All Which Is Black,Avatar,Schlacht,death-metal,26,173453,False,0.431,0.963,6.83e-06,0.486,149.964,-5.199,0.0845,0.0167,0.29,8,1
5szAsnAZS0BoJ4TPF3MmKP,Unabomber,The Acacia Strain,Wormwood,death-metal,25,287986,False,0.489,0.967,8.32e-05,0.16,139.992,-3.652,0.0811,0.000191,0.374,2,1
5vqIuqCVw18SSLrkSR57tc,Censura,D.F.C.,Igreja Quadrangular Do Triângulo Redondo,death-metal,28,86622,True,0.403,0.924,0.00147,0.365,102.805,-5.014,0.079,0.165,0.479,2,1
1GxXPNNkNymHPn6yTgWPxu,Darah Serigala,Revenge The Fate,Redemption,death-metal,26,228038,False,0.486,0.958,0.000672,0.219,114.039,-4.346,0.0951,0.182,0.117,11,1
2ZrBZRHoQ1oRCPBdMq2tjn,Subterranean,In Flames,Subterranean,death-metal,26,346626,False,0.288,0.907,1.3e-05,0.378,111.349,-8.215,0.0684,0.474,0.212,2,0
7qaaixGlCzurV30loAGNyz,This Glorious Nightmare,Unearth,III In The Eyes Of Fire,death-metal,26,261920,False,0.309,0.981,0.000211,0.268,147.269,-3.609,0.179,0.0768,0.297,11,1
2zjkKyEsdA0L7MP0D5BaoE,Amon Belongs to Them,King Diamond,Conspiracy,death-metal,26,231506,False,0.383,0.836,0.00744,0.494,100.14,-13.16,0.0341,0.699,0.422,7,1
1aSlbsafTMTjyu9Q616v8a,Planet Terror,Upon A Burning Body,Red. White. Green.,death-metal,26,204333,False,0.294,0.976,0.00211,0.0391,104.149,-4.638,0.28,0.0,0.0757,9,1
5cTapduezHvQifo0IYIdYh,The Outsiders,Bury Your Dead,Cover Your Tracks,death-metal,26,135906,False,0.447,0.85,0.00235,0.486,84.806,-4.303,0.183,0.00671,0.0794,3,1
5fBeNTPU3RBfCzNRUzmywo,To the Last...,Bolt Thrower,Mercenary,death-metal,24,324560,False,0.291,0.914,1.31e-06,0.273,139.665,-7.517,0.0525,0.911,0.0762,8,1
2WNjQBE2ELqnOMdPDyEg7T,Undefeated,Burgerkill,Adamantine,death-metal,26,266391,True,0.332,0.988,7.4e-05,0.344,200.11,-5.591,0.0962,0.0088,0.367,7,1
7GIeXTjdlxsaejjYkFMoVt,Vanilla Sky,Bury Your Dead,Cover Your Tracks,death-metal,26,143746,False,0.438,0.965,0.00203,0.323,98.612,-3.165,0.168,0.0,0.191,6,1
4c3rTg1ZJptwL0oLIOmMge,Sermon of Deception,DeadSquad,Horror Vision (original version 2009),death-metal,26,179920,True,0.266,0.925,0.00456,0.193,74.909,-6.083,0.0808,4.19e-05,0.476,1,1
114pB4cVC9J3tiEaXVRw00,Escorrendo Pelo Ralo,Surra,Escorrendo Pelo Ralo,death-metal,26,143844,True,0.253,0.996,0.000464,0.141,91.732,-2.893,0.22,0.0,0.289,4,0
6XhnnT18lPYepY7pRdOkKo,Muerte Violenta,Transmetal,El Llamado de la Hembra,death-metal,27,193329,False,0.258,0.855,0.00489,0.678,176.415,-10.094,0.0436,0.0676,0.0545,1,1
4Ybl8SLHUxerNOWtXjE1pA,Outrun,Veil Of Maya,Outrun,death-metal,49,225768,False,0.299,0.937,4.48e-05,0.225,170.775,-4.657,0.0677,7.77e-05,0.283,6,0
30xWVpvct6LewWIHFEWHdn,Love Me to Death,Suicide Silence,Become the Hunter,death-metal,50,255033,True,0.327,0.991,1.84e-05,0.111,137.21,-4.522,0.16,0.84,0.311,9,1
2SGmVE90PzF7iSbRbToHnk,Disengage,Suicide Silence,No Time to Bleed,death-metal,50,244533,False,0.298,0.968,1.5e-05,0.221,100.004,-2.684,0.123,0.00932,0.0952,6,1
3zbxWnJmnyx21pNE480g6G,A New Responsibility,Upon A Burning Body,A New Responsibility,death-metal,46,186200,False,0.565,0.937,0.000419,0.372,95.517,-5.128,0.061,0.00532,0.379,1,1
4xDcGgOzoQq5Jrfa2gkY03,Let Me Leave,Currents,The Way It Ends,death-metal,52,201011,False,0.494,0.92,7.12e-05,0.224,120.114,-6.432,0.05,0.0418,0.0997,1,0
14EXZEog1hW97d6yz8ejih,The End of All We Know,Bleed From Within,The End of All We Know,death-metal,47,251512,True,0.311,0.959,0.000505,0.336,149.406,-5.104,0.107,0.00012,0.328,6,0
2xnlCGTDKbnnVe9sf85RXy,Smoke Ya Later,The Acacia Strain,3750,death-metal,24,250693,False,0.276,0.934,6.41e-05,0.307,137.128,-5.371,0.0716,0.00219,0.297,6,1
2nGcS04iRcE4IcKM1WPVlt,Needled 24 / 7,Children Of Bodom,Hate Crew Deathroll,death-metal,48,248600,True,0.425,0.926,2.4e-06,0.465,96.051,-4.177,0.0511,0.733,0.261,2,0
0vpLgxoX2cpJM0Fvxwbw84,New Millennium Cyanide Christ,Meshuggah,Chaosphere (Reloaded),death-metal,48,335666,False,0.269,0.964,0.000241,0.159,149.86,-5.182,0.143,0.00211,0.131,10,0
2fSYadDsbWMtIVqX7flKIc,Redneck Stomp,Obituary,Frozen In Time,death-metal,51,212840,False,0.245,0.861,0.000256,0.483,91.056,-8.728,0.0415,0.871,0.216,2,1
05hK5CVkjtvdsb5A5EZrYQ,The Indwelling Ascent,Mournful Congregation,The Incubus of Karma,death-metal,26,190429,False,0.153,0.243,0.000131,0.137,132.478,-10.712,0.0384,0.809,0.0914,4,1
5rbuQRaf09PkVdoldSyg4m,Stjärnors Mjöd,Finntroll,Vredesvävd,death-metal,26,248787,False,0.524,0.987,7.91e-05,0.601,99.927,-5.657,0.0406,0.00667,0.334,11,0
1rnNJckSOjUlvoCw3gV5ob,The Great Deceiver,In Flames,The Great Deceiver,death-metal,57,225314,False,0.373,0.985,5.84e-06,0.279,169.967,-4.199,0.114,0.549,0.254,10,0
4cWBKkaZPRHf53jiFqayYt,Raise Your Horns,Torture Squad,Aequilibrium,death-metal,25,399613,True,0.399,0.915,0.00342,0.504,95.501,-5.378,0.0941,0.00188,0.18,5,0
6Yod9eEJQkkmWVVKOKLKyM,Brown Noise,The Acacia Strain,3750,death-metal,25,191226,False,0.245,0.962,1.45e-05,0.223,132.33,-5.85,0.115,0.0473,0.0748,5,1
5WGvXmLt6acluR7TfhlHUH,Inhumane Harvest,Cannibal Corpse,Violence Unimagined,death-metal,50,272994,True,0.13,0.947,2.45e-05,0.334,60.631,-5.888,0.095,0.368,0.0453,8,1
0ftQHCFyMVXCjiwocMJNzi,Brimstone,Whitechapel,Brimstone,death-metal,25,205247,False,0.381,0.968,4.05e-05,0.346,170.227,-4.341,0.0951,0.13,0.375,2,1
0x5TiIRvtUWsomumh9s67l,Angels Dont Kill,Children Of Bodom,Hate Crew Deathroll,death-metal,42,313733,False,0.415,0.88,6.76e-06,0.189,92.022,-3.788,0.0339,0.155,0.254,5,1
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,Tez Cadey,Seve (Radio Edit),deep-house,69,210853,False,0.74,0.831,0.444,0.448,121.034,-7.321,0.0456,0.00304,0.0769,5,1
4zN21mbAuaD0WqtmaTZZeP,Ferrari,James Hype;Miggy Dela Rosa,Ferrari,deep-house,90,186661,False,0.847,0.69,0.0127,0.692,125.004,-7.877,0.0493,6e-05,0.0526,1,0
14uKsvPJ0quzQvdB6f7Dur,Call on Me (Ryan Riback Remix),Starley;Ryan Riback,Call on Me (Remixes),deep-house,64,222040,False,0.67,0.839,0.0607,0.726,105.002,-4.023,0.036,0.000764,0.159,0,1
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz;Francesco Yates,Sugar,deep-house,76,219043,False,0.636,0.815,0.0185,0.636,123.063,-5.098,0.0581,0.0,0.163,5,0
0dkV8DuMfWAVhfi3iMnIX3,Feel Good,Syn Cole,Feel Good,deep-house,60,181935,False,0.628,0.883,0.168,0.331,123.973,-3.466,0.0313,0.696,0.0693,0,0
5poevcmYCOZ8uZQnUuOPxC,Always,The Him,Always,deep-house,61,193103,False,0.491,0.612,0.0699,0.279,173.846,-5.761,0.0796,0.0,0.0946,10,1
0gn93i7HJt0calph67R5Wu,WTF (feat. Amber Van Day),HUGEL;Amber Van Day,WTF (feat. Amber Van Day),deep-house,64,160686,True,0.808,0.737,0.0602,0.865,123.985,-4.538,0.0526,1.12e-06,0.704,11,0
3QXEVqeemynLGRqke5zOrC,Seve - Slow Version,Tez Cadey,Seve (Slow Version),deep-house,53,333333,True,0.732,0.501,0.232,0.334,152.634,-10.626,0.0475,0.191,0.0937,9,1
1ZNDa26Rrj8VVOnsV7q1Dj,All About It,Deep Chills,All About It,deep-house,59,135642,False,0.741,0.564,0.307,0.884,108.055,-8.777,0.0328,0.0,0.171,7,1
4OgwXdylh75fHfwUzJTUqg,Rockstar,Ilkay Sencan;Dynoro,Rockstar,deep-house,70,212280,False,0.771,0.826,0.142,0.185,100.012,-3.978,0.0604,0.03,0.145,11,1
2UuecWcpFpSngpTvm00eQj,Run Free - 8D TikTok Edit,Deep Chills;IVIE,Run Free (8D TikTok Edit),deep-house,52,170800,False,0.617,0.604,0.0489,0.515,99.961,-9.676,0.0323,9.94e-05,0.168,7,1
6TLGHGuyZyU7fOOrKSDRYB,Ferrari,James Hype;Miggy Dela Rosa,Night Drive Autumn/Winter 2022/23,deep-house,1,186661,False,0.847,0.69,0.0127,0.692,125.004,-7.877,0.0493,6e-05,0.0526,1,0
16I4GgcIDiTp8AUYsUjTfb,Ferrari,James Hype;Miggy Dela Rosa,Workout Hits 2023,deep-house,2,186661,False,0.847,0.69,0.0127,0.692,125.004,-7.877,0.0493,6e-05,0.0526,1,0
0kGDEDnd3OsvIq7zyLo1zG,Ferrari - Remix,James Hype;Miggy Dela Rosa;Lazza,HOT PARTY BACK TO SCHOOL 2022,deep-house,4,172000,False,0.818,0.714,0.0973,0.62,124.953,-5.769,0.0643,0.0,0.0936,1,0
4DP7wqn3xlzHmRMOl5Lx6k,Good Luck,James Hype;Pia Mia,Beats Electro Mood,deep-house,2,147597,False,0.701,0.836,0.0721,0.712,125.927,-6.093,0.051,0.0,0.248,8,1
4GqbR5yxpmCfaxTJSwfCpj,Ferrari,James Hype;Miggy Dela Rosa,Fiesta portatil,deep-house,2,186661,False,0.847,0.69,0.0127,0.692,125.004,-7.877,0.0493,6e-05,0.0526,1,0
3YnYk0qaBuvIHJ2YridqZS,Ferrari - Remix,James Hype;Miggy Dela Rosa;Lazza,TickTok Back To School 2022,deep-house,2,172000,False,0.818,0.714,0.0973,0.62,124.953,-5.769,0.0643,0.0,0.0936,1,0
